,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Data Value,Z-Score,Year,St_Year,St_Month,St_Day,En_Year,En_Month,En_Day
18,130434,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,410.0,Rockaways,2013,0.0,-0.892908118748416,2013,2013,1,1,2013,12,31
19,410847,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,summer 2016,6.9,-0.6053923000134454,2016,2016,1,6,2016,2,9
20,177889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,summer 2011,10.8,-0.44288335898933157,2011,2011,1,6,2011,2,9
21,177932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,summer 2012,9.4,-0.5012199019210648,2012,2012,1,6,2012,2,9
22,410782,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,annual average 2016,7.1,-0.597058508166055,2015,2015,12,31,2016,12,29
23,177974,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,summer 2013,9.5,-0.49705300599736957,2013,2013,1,6,2013,2,9
24,410848,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,annual average 2016,6.0,-0.6428943633267025,2015,2015,12,31,2016,12,29
25,823218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,winter 2021-22,6.4,-0.6262267796319215,2021,2021,1,12,2022,1,3
26,176692,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,annual average 2013,18.6,-0.11786547694110394,2012,2012,1,12,2013,11,30
27,549806,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,annual average 2017,17.7,-0.15536754025436106,2017,2017,1,1,2017,12,31
28,175369,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,winter 2010-11,25.7,0.17798413364125698,2010,2010,1,12,2011,1,3
29,175915,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409.0,Southeast Queens,summer 2009,16.1,-0.2220378750334846,2009,2009,1,6,2009,2,9
30,549872,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,annual average 2017,12.7,-0.3637123364391224,2017,2017,1,1,2017,12,31
31,741006,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,annual average 2021,11.4,-0.41788198344716027,2021,2021,1,1,2021,12,31
32,175916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,summer 2009,8.6,-0.5345550693106266,2009,2009,1,6,2009,2,9
33,336603,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,winter 2014-15,20.7,-0.030360662543504297,2014,2014,1,12,2015,1,3
34,178542,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,annual average 2012,9.7,-0.48871921414997915,2011,2011,1,12,2012,11,29
35,177912,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,summer 2012,12.3,-0.3803799201339032,2012,2012,1,6,2012,2,9
36,177954,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,summer 2013,12.2,-0.3845468160575985,2013,2013,1,6,2013,2,9
37,334047,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,winter 2014-15,8.8,-0.5262212774632361,2014,2014,1,12,2015,1,3
38,177772,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,summer 2009,10.4,-0.4595509426841125,2009,2009,1,6,2009,2,9
39,742215,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,annual average 2021,7.2,-0.5928916122423598,2021,2021,1,1,2021,12,31
40,742257,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,annual average 2021,6.3,-0.6303936755556168,2021,2021,1,1,2021,12,31
41,178588,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,annual average 2013,10.4,-0.4595509426841125,2012,2012,1,12,2013,11,30
42,177244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,winter 2010-11,14.4,-0.2928751057363035,2010,2010,1,12,2011,1,3
43,410828,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,winter 2015-16,7.4,-0.5845578203949693,2015,2015,1,12,2016,2,29
44,177856,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,summer 2011,11.5,-0.41371508752346503,2011,2011,1,6,2011,2,9
45,823275,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,winter 2021-22,7.4,-0.5845578203949693,2021,2021,1,12,2022,1,3
46,177916,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,summer 2012,11.4,-0.41788198344716027,2012,2012,1,6,2012,2,9
47,410800,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,annual average 2016,8.5,-0.5387219652343218,2015,2015,12,31,2016,12,29
48,177958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304.0,Upper West Side,summer 2013,11.4,-0.41788198344716027,2013,2013,1,6,2013,2,9
49,605693,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,annual average 2018,7.1,-0.597058508166055,2018,2018,1,1,2018,12,31
50,742193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,summer 2021,8.3,-0.5470557570817123,2021,2021,1,6,2021,2,9
51,177905,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,summer 2012,9.7,-0.48871921414997915,2012,2012,1,6,2012,2,9
52,175354,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,winter 2010-11,33.7,0.5113358075368752,2010,2010,1,12,2011,1,3
53,176698,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,annual average 2013,26.5,0.21131930103081883,2012,2012,1,12,2013,11,30
54,175364,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,winter 2010-11,26.2,0.19881861325973313,2010,2010,1,12,2011,1,3
55,175896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,summer 2009,23.1,0.06964483962518121,2009,2009,1,6,2009,2,9
56,549854,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,annual average 2017,16.6,-0.20120339541500845,2017,2017,1,1,2017,12,31
57,740946,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,annual average 2021,19.0,-0.1011978932463231,2021,2021,1,1,2021,12,31
58,549824,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,annual average 2017,23.4,0.08214552739626677,2017,2017,1,1,2017,12,31
59,176656,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,annual average 2012,27.1,0.23632067657299025,2011,2011,1,12,2012,11,29
60,410767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,annual average 2016,7.8,-0.5678902367001883,2015,2015,12,31,2016,12,29
61,742214,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,summer 2021,9.2,-0.5095536937684553,2021,2021,1,6,2021,2,9
62,177898,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,summer 2012,10.3,-0.4637178386078077,2012,2012,1,6,2012,2,9
63,177940,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,summer 2013,10.3,-0.4637178386078077,2013,2013,1,6,2013,2,9
64,823296,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,winter 2021-22,6.7,-0.6137260918608359,2021,2021,1,12,2022,1,3
65,742172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,summer 2021,8.5,-0.5387219652343218,2021,2021,1,6,2021,2,9
66,823317,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,winter 2021-22,7.2,-0.5928916122423598,2021,2021,1,12,2022,1,3
67,334155,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,409.0,Southeast Queens,winter 2014-15,8.2,-0.5512226530054075,2014,2014,1,12,2015,1,3
68,742205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,summer 2021,8.0,-0.559556444852798,2021,2021,1,6,2021,2,9
69,547411,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,annual average 2017,7.0,-0.6012254040897502,2017,2017,1,1,2017,12,31
70,742269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,annual average 2021,6.4,-0.6262267796319215,2021,2021,1,1,2021,12,31
71,547441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,annual average 2017,10.3,-0.4637178386078077,2017,2017,1,1,2017,12,31
72,742236,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,annual average 2021,8.2,-0.5512226530054075,2021,2021,1,1,2021,12,31
73,605681,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107.0,Hunts Point - Mott Haven,annual average 2018,7.9,-0.5637233407764931,2018,2018,1,1,2018,12,31
74,605735,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,annual average 2018,10.3,-0.4637178386078077,2018,2018,1,1,2018,12,31
75,605765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,annual average 2018,6.6,-0.6178929877845311,2018,2018,1,1,2018,12,31
76,177962,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,summer 2013,12.0,-0.3928806079049889,2013,2013,1,6,2013,2,9
77,549803,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,annual average 2017,15.6,-0.2428723546519608,2017,2017,1,1,2017,12,31
78,549833,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,annual average 2017,30.3,0.3696613461312374,2017,2017,1,1,2017,12,31
79,176712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,annual average 2013,19.0,-0.1011978932463231,2012,2012,1,12,2013,11,30
80,175904,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,summer 2009,31.6,0.4238309931392754,2009,2009,1,6,2009,2,9
81,336567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,winter 2014-15,30.2,0.3654944502075422,2014,2014,1,12,2015,1,3
82,549836,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,annual average 2017,25.6,0.17381723771756186,2017,2017,1,1,2017,12,31
83,175913,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,summer 2009,18.6,-0.11786547694110394,2009,2009,1,6,2009,2,9
84,742238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,summer 2021,10.2,-0.467884734531503,2021,2021,1,6,2021,2,9
85,179584,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,summer 2012,10.4,-0.4595509426841125,2012,2012,1,6,2012,2,9
86,179589,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,summer 2013,10.3,-0.4637178386078077,2013,2013,1,6,2013,2,9
87,410725,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,annual average 2016,7.8,-0.5678902367001883,2015,2015,12,31,2016,12,29
88,823284,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,winter 2021-22,6.4,-0.6262267796319215,2021,2021,1,12,2022,1,3
89,334095,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,winter 2014-15,10.1,-0.4720516304551982,2014,2014,1,12,2015,1,3
90,547510,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,annual average 2017,8.4,-0.542888861158017,2017,2017,1,1,2017,12,31
91,174260,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,annual average 2013,9.5,-0.49705300599736957,2012,2012,1,12,2013,11,30
92,173614,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,summer 2009,11.0,-0.43454956714194115,2009,2009,1,6,2009,2,9
93,547540,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301.0,Washington Heights,annual average 2017,7.8,-0.5678902367001883,2017,2017,1,1,2017,12,31
94,173158,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,102.0,Northeast Bronx,winter 2010-11,13.4,-0.33454406497325573,2010,2010,1,12,2011,1,3
95,212818,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,summer 2014,12.4,-0.37621302421020797,2014,2014,1,6,2014,2,9
96,825997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,summer 2022,10.5,-0.45538404676041727,2022,2022,1,6,2022,2,9
97,412501,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,annual average 2016,30.1,0.361327554283847,2015,2015,12,31,2016,12,29
98,176040,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,summer 2012,16.2,-0.21787097910978945,2012,2012,1,6,2012,2,9
99,740969,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,summer 2021,17.9,-0.14703374840697064,2021,2021,1,6,2021,2,9
100,825722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,winter 2021-22,24.7,0.13631517440430474,2021,2021,1,12,2022,1,3
101,177955,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,summer 2013,10.4,-0.4595509426841125,2013,2013,1,6,2013,2,9
102,547390,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,annual average 2017,9.0,-0.5178874856158456,2017,2017,1,1,2017,12,31
103,177944,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,summer 2013,11.5,-0.41371508752346503,2013,2013,1,6,2013,2,9
104,823305,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,winter 2021-22,7.4,-0.5845578203949693,2021,2021,1,12,2022,1,3
105,549782,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,annual average 2017,21.2,-0.009526182925028166,2017,2017,1,1,2017,12,31
106,549815,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,annual average 2017,20.6,-0.03452755846719943,2017,2017,1,1,2017,12,31
107,175361,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,winter 2010-11,31.5,0.4196640972155801,2010,2010,1,12,2011,1,3
108,825775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,summer 2022,14.1,-0.3053757935073892,2022,2022,1,6,2022,2,9
109,825742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,summer 2022,13.5,-0.3303771690495605,2022,2022,1,6,2022,2,9
110,823272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301.0,Washington Heights,winter 2021-22,7.3,-0.5887247163186645,2021,2021,1,12,2022,1,3
111,410851,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501.0,Port Richmond,annual average 2016,7.3,-0.5887247163186645,2015,2015,12,31,2016,12,29
112,605663,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,annual average 2018,7.0,-0.6012254040897502,2018,2018,1,1,2018,12,31
113,334116,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,winter 2014-15,8.5,-0.5387219652343218,2014,2014,1,12,2015,1,3
114,334122,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,winter 2014-15,10.0,-0.47621852637889345,2014,2014,1,12,2015,1,3
115,547537,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,annual average 2017,8.2,-0.5512226530054075,2017,2017,1,1,2017,12,31
116,174259,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211.0,Williamsburg - Bushwick,annual average 2013,9.4,-0.5012199019210648,2012,2012,1,12,2013,11,30
117,825776,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,winter 2021-22,23.7,0.09464621516735247,2021,2021,1,12,2022,1,3
118,412483,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,annual average 2016,19.9,-0.06369582993306613,2015,2015,12,31,2016,12,29
119,825743,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,winter 2021-22,21.2,-0.009526182925028166,2021,2021,1,12,2022,1,3
120,176684,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,annual average 2013,22.9,0.06131104777779064,2012,2012,1,12,2013,11,30
121,175340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,winter 2010-11,32.2,0.4488323686814468,2010,2010,1,12,2011,1,3
122,336513,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,winter 2014-15,26.8,0.22381998880190454,2014,2014,1,12,2015,1,3
123,547663,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),annual average 2017,7.5,-0.580390924471274,2017,2017,1,1,2017,12,31
124,742458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),annual average 2021,6.5,-0.6220598837082263,2021,2021,1,1,2021,12,31
125,168533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),winter 2010-11,13.1,-0.34704475274434143,2010,2010,1,12,2011,1,3
126,169302,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),summer 2009,10.2,-0.467884734531503,2009,2009,1,6,2009,2,9
127,742457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),summer 2021,8.4,-0.542888861158017,2021,2021,1,6,2021,2,9
128,823560,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),winter 2021-22,6.6,-0.6178929877845311,2021,2021,1,12,2022,1,3
129,411121,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),annual average 2016,6.9,-0.6053923000134454,2015,2015,12,31,2016,12,29
130,605957,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),annual average 2018,6.9,-0.6053923000134454,2018,2018,1,1,2018,12,31
131,742547,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),summer 2021,7.8,-0.5678902367001883,2021,2021,1,6,2021,2,9
132,169509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),summer 2012,10.0,-0.47621852637889345,2012,2012,1,6,2012,2,9
133,169568,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),summer 2013,10.1,-0.4720516304551982,2013,2013,1,6,2013,2,9
134,178416,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,annual average 2009,11.4,-0.41788198344716027,2008,2008,1,12,2009,11,30
135,825766,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,summer 2022,10.9,-0.4387164630656364,2022,2022,1,6,2022,2,9
136,412492,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,annual average 2016,23.2,0.07381173554887635,2015,2015,12,31,2016,12,29
137,602765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,annual average 2018,22.2,0.03214277631192409,2018,2018,1,1,2018,12,31
138,740957,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,summer 2021,15.7,-0.2387054587282656,2021,2021,1,6,2021,2,9
139,412438,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,annual average 2016,17.9,-0.14703374840697064,2015,2015,12,31,2016,12,29
140,602753,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,annual average 2018,21.0,-0.017859974772418588,2018,2018,1,1,2018,12,31
141,825734,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,304.0,Upper West Side,winter 2021-22,22.1,0.027975880388228954,2021,2021,1,12,2022,1,3
142,825788,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,winter 2021-22,21.8,0.015475192617143247,2021,2021,1,12,2022,1,3
143,212811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,summer 2014,10.9,-0.4387164630656364,2014,2014,1,6,2014,2,9
144,334003,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,annual average 2015,9.6,-0.49288611007367433,2015,2015,1,1,2015,12,31
145,178402,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,annual average 2009,10.6,-0.4512171508367221,2008,2008,1,12,2009,11,30
146,178486,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,annual average 2011,10.5,-0.45538404676041727,2010,2010,1,12,2011,11,30
147,170418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),annual average 2013,9.4,-0.5012199019210648,2012,2012,1,12,2013,11,30
148,170430,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),annual average 2013,9.2,-0.5095536937684553,2012,2012,1,12,2013,11,30
149,169474,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),summer 2012,10.6,-0.4512171508367221,2012,2012,1,6,2012,2,9
150,169533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),summer 2013,10.6,-0.4512171508367221,2013,2013,1,6,2013,2,9
151,605948,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),annual average 2018,7.4,-0.5845578203949693,2018,2018,1,1,2018,12,31
152,742448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),summer 2021,8.7,-0.5303881733869313,2021,2021,1,6,2021,2,9
153,823172,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),winter 2021-22,7.4,-0.5845578203949693,2021,2021,1,12,2022,1,3
154,169511,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),summer 2012,9.4,-0.5012199019210648,2012,2012,1,6,2012,2,9
155,169570,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),summer 2013,9.4,-0.5012199019210648,2013,2013,1,6,2013,2,9
